epoch,train_loss,grad_norm,learning_rate,val_accuracy,val_loss
1.0,0.5252,7.782464027404785,4.504e-05,0.795,0.4379206895828247
2.0,0.2251,0.379280686378479,4.004e-05,0.85,0.4688307046890259
